detector nhit eta pt phi_res phi_resE theta_res theta_resE pt_res pt_resE p_res p_resE
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.4316947267462241 10 0.000350779 2.77211e-06 0.000166556 1.4289e-06 0.0152096 0.000118064 0.0152358 0.000118584
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 1 0.00141201 1.17411e-05 0.00214054 1.87208e-05 0.00669752 5.83268e-05 0.0067033 5.82184e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 2 0.00079065 6.03802e-06 0.00104145 8.85959e-06 0.0073032 6.06941e-05 0.00730283 6.07952e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 3 0.000594108 4.66093e-06 0.000667386 5.43046e-06 0.00815536 6.54183e-05 0.00815452 6.53757e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 4 0.000492026 3.94349e-06 0.000487426 4.17584e-06 0.00874084 6.85844e-05 0.00874045 6.86001e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 5 0.000438307 3.50479e-06 0.000380501 3.26013e-06 0.00978158 7.80184e-05 0.00978255 7.80967e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 6 0.000398108 3.07926e-06 0.000303064 2.57658e-06 0.0104968 8.39558e-05 0.0104962 8.39955e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 7 0.000376691 2.92206e-06 0.000259943 2.21259e-06 0.011718 9.16959e-05 0.011717 9.12989e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 8 0.00036163 2.81374e-06 0.00021753 1.8238e-06 0.0124712 9.29663e-05 0.0124697 9.28183e-05
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 9 0.000349626 2.64024e-06 0.000191835 1.66672e-06 0.0138902 0.000108216 0.013887 0.00010808
MM_6_3x2_2D_mpgd100um_svtx10um 1 0.017454178683585186 10 0.000340662 2.61727e-06 0.000166002 1.42087e-06 0.0149635 0.000116266 0.014962 0.000116297
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 1 0.00157911 1.31084e-05 0.00179031 1.46976e-05 0.00883282 7.70353e-05 0.00865374 7.55083e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 2 0.000884457 7.1329e-06 0.000911527 7.87506e-06 0.00925623 7.74739e-05 0.00918064 7.68438e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 3 0.000683996 5.5527e-06 0.000610997 5.22944e-06 0.0100324 8.15537e-05 0.0100088 8.23079e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 4 0.000568788 4.5099e-06 0.000452029 3.81402e-06 0.0107469 8.67486e-05 0.0107157 8.69094e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 5 0.000507714 3.93394e-06 0.000358638 3.09711e-06 0.0114787 9.42086e-05 0.0114742 9.5282e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 6 0.000455035 3.47592e-06 0.000289356 2.40395e-06 0.0122912 9.64259e-05 0.0122673 9.56559e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 7 0.000435132 3.50023e-06 0.000251101 2.10994e-06 0.0135239 0.000107469 0.0134904 0.00010601
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 8 0.000415964 3.21996e-06 0.000213815 1.83709e-06 0.0145422 0.000116682 0.0145039 0.000115573
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 9 0.000397537 2.9976e-06 0.000183131 1.60079e-06 0.0156297 0.00012199 0.0156031 0.000121203
MM_6_eq_2D_mpgd100um_svtx10um 1 0.9316316147538235 10 0.000387258 3.05609e-06 0.000164665 1.40467e-06 0.0167238 0.000133668 0.0167145 0.00013396
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 1 0.00133206 1.12007e-05 0.00204104 1.7439e-05 0.00712386 5.88431e-05 0.00703809 5.78529e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 2 0.000762155 6.04293e-06 0.000994725 8.31245e-06 0.00788424 6.60755e-05 0.00785474 6.52361e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 3 0.000604439 4.89995e-06 0.000649416 5.42567e-06 0.00863916 6.8934e-05 0.00862676 6.9136e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 4 0.000509476 3.92418e-06 0.000481003 4.14652e-06 0.00941335 7.83065e-05 0.00937594 7.73331e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 5 0.000468285 3.68241e-06 0.000377194 3.22768e-06 0.0102052 8.34676e-05 0.0102035 8.35647e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 6 0.000426767 3.45458e-06 0.000304294 2.59026e-06 0.0111983 9.00463e-05 0.0111986 8.9624e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 7 0.000406089 3.23431e-06 0.000253771 2.1002e-06 0.0123997 9.8889e-05 0.012406 9.80332e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 8 0.000384715 2.96201e-06 0.000215399 1.78725e-06 0.0132916 0.000103346 0.0132858 0.000102999
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 9 0.000380073 2.96421e-06 0.000188032 1.60495e-06 0.0147888 0.000117312 0.0147929 0.000117111
MM_6_eq_2D_mpgd100um_svtx10um 1 0.4316947267462241 10 0.000372433 2.92135e-06 0.000167242 1.45255e-06 0.0158491 0.000124699 0.015872 0.000125961
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 1 0.00125313 1.04618e-05 0.00214584 1.79253e-05 0.0067944 5.82831e-05 0.00678992 5.79644e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 2 0.000750202 6.20556e-06 0.00104341 8.76452e-06 0.00745345 6.24112e-05 0.00745593 6.23629e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 3 0.000590287 4.69154e-06 0.000663994 5.51099e-06 0.00840142 6.80694e-05 0.00840319 6.8106e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 4 0.000504166 4.02677e-06 0.000495354 4.22713e-06 0.00910787 7.47431e-05 0.00910954 7.46991e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 5 0.00045088 3.51547e-06 0.000376004 3.28131e-06 0.00992018 7.96222e-05 0.00992045 7.96448e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 6 0.000414406 3.2128e-06 0.000310188 2.72619e-06 0.0109351 8.54438e-05 0.0109362 8.554e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 7 0.000401663 3.15168e-06 0.000257301 2.25286e-06 0.0120948 9.53355e-05 0.0120922 9.52362e-05
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 8 0.000379437 3.02558e-06 0.000219945 1.88168e-06 0.0132259 0.000103425 0.0132247 0.000103399
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 9 0.000377113 2.95975e-06 0.000193394 1.70868e-06 0.0144834 0.000116319 0.014488 0.00011641
MM_6_eq_2D_mpgd100um_svtx10um 1 0.017454178683585186 10 0.000363027 2.78103e-06 0.00016782 1.44455e-06 0.0155327 0.000119491 0.015532 0.0001195
MM_m2o3_2D 1 0.9316316147538235 1 0.00183577 1.46726e-05 0.00171037 1.41408e-05 0.00740902 6.13719e-05 0.00711162 5.83972e-05
MM_m2o3_2D 1 0.9316316147538235 2 0.00102106 8.25777e-06 0.000841115 7.11381e-06 0.00816113 6.66667e-05 0.00809971 6.59962e-05
MM_m2o3_2D 1 0.9316316147538235 3 0.000768033 5.95904e-06 0.000544759 4.69722e-06 0.00950318 7.63868e-05 0.00944864 7.61189e-05
MM_m2o3_2D 1 0.9316316147538235 4 0.000669757 5.27282e-06 0.000394164 3.24887e-06 0.0110009 8.55659e-05 0.0109898 8.47204e-05
MM_m2o3_2D 1 0.9316316147538235 5 0.000583057 4.42543e-06 0.000307878 2.59982e-06 0.0123129 0.000102892 0.0122952 0.000101992
MM_m2o3_2D 1 0.9316316147538235 6 0.000550837 4.44668e-06 0.00024614 2.05512e-06 0.0141544 0.000112887 0.0141889 0.000113315
MM_m2o3_2D 1 0.9316316147538235 7 0.000528711 4.19781e-06 0.000210386 1.74447e-06 0.0160005 0.00012463 0.0159893 0.000125223
MM_m2o3_2D 1 0.9316316147538235 8 0.000508801 3.87983e-06 0.000179888 1.5056e-06 0.017512 0.000128535 0.0174225 0.000125637
MM_m2o3_2D 1 0.9316316147538235 9 0.00049364 3.92822e-06 0.000160279 1.32196e-06 0.0194634 0.000151858 0.0194575 0.000153314
MM_m2o3_2D 1 0.9316316147538235 10 0.000484971 3.80364e-06 0.0001414 1.18759e-06 0.0213684 0.000164172 0.0213668 0.000164032
MM_m2o3_2D 1 0.4316947267462241 1 0.00160604 1.3227e-05 0.00190812 1.57737e-05 0.00587537 4.99469e-05 0.00582692 4.85525e-05
MM_m2o3_2D 1 0.4316947267462241 2 0.000899228 7.34223e-06 0.000891153 7.27775e-06 0.00716288 6.09479e-05 0.00714633 6.05752e-05
MM_m2o3_2D 1 0.4316947267462241 3 0.000712468 5.83177e-06 0.00057166 4.756e-06 0.00866078 6.86143e-05 0.00865043 6.91596e-05
MM_m2o3_2D 1 0.4316947267462241 4 0.000608866 4.79944e-06 0.000425952 3.64045e-06 0.0100863 7.81627e-05 0.0100851 7.78008e-05
MM_m2o3_2D 1 0.4316947267462241 5 0.00055561 4.38544e-06 0.000319685 2.81033e-06 0.0117775 9.09792e-05 0.0117701 9.09918e-05
MM_m2o3_2D 1 0.4316947267462241 6 0.000515617 3.89526e-06 0.000260299 2.23679e-06 0.0132816 9.87481e-05 0.0132965 0.000101059
MM_m2o3_2D 1 0.4316947267462241 7 0.000497509 3.83622e-06 0.000227486 2.02653e-06 0.0154127 0.000118778 0.0154193 0.000119006
MM_m2o3_2D 1 0.4316947267462241 8 0.000485034 3.60974e-06 0.000194004 1.62811e-06 0.017084 0.000130556 0.0170922 0.000130527
MM_m2o3_2D 1 0.4316947267462241 9 0.000479604 3.5612e-06 0.000174359 1.46889e-06 0.0191304 0.000143739 0.0191587 0.000144641
MM_m2o3_2D 1 0.4316947267462241 10 0.000466373 3.59966e-06 0.000153313 1.33736e-06 0.0207724 0.000164154 0.02077 0.000163755
MM_m2o3_2D 1 0.017454178683585186 1 0.00152887 1.22884e-05 0.0019732 1.68482e-05 0.00564346 4.77743e-05 0.00563889 4.75521e-05
MM_m2o3_2D 1 0.017454178683585186 2 0.000870871 6.95855e-06 0.000922044 7.67279e-06 0.00685358 5.50905e-05 0.00685294 5.50786e-05
MM_m2o3_2D 1 0.017454178683585186 3 0.000683837 5.44413e-06 0.000586706 4.91881e-06 0.00838588 6.60126e-05 0.00838586 6.5996e-05
MM_m2o3_2D 1 0.017454178683585186 4 0.000589841 4.6033e-06 0.000433646 3.6902e-06 0.00986357 7.96235e-05 0.00986043 7.96466e-05
MM_m2o3_2D 1 0.017454178683585186 5 0.000544324 4.26677e-06 0.000337277 2.92352e-06 0.0115516 8.91917e-05 0.0115522 8.91771e-05
MM_m2o3_2D 1 0.017454178683585186 6 0.000515647 4.17067e-06 0.000268897 2.33621e-06 0.0132681 0.000106222 0.0132699 0.000106102
MM_m2o3_2D 1 0.017454178683585186 7 0.000498044 3.7808e-06 0.000228054 1.90001e-06 0.014986 0.000115831 0.014981 0.000115411
MM_m2o3_2D 1 0.017454178683585186 8 0.00048222 3.81993e-06 0.000201198 1.69632e-06 0.0170106 0.000130157 0.0170086 0.0001301
MM_m2o3_2D 1 0.017454178683585186 9 0.000480307 3.71128e-06 0.000176215 1.49445e-06 0.0191314 0.000152535 0.0191211 0.000152129
MM_m2o3_2D 1 0.017454178683585186 10 0.000466084 3.60162e-06 0.000157441 1.34255e-06 0.0207557 0.000163275 0.020756 0.000163299
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 1 0.00183616 1.58425e-05 0.00171036 1.44164e-05 0.00711006 6.44952e-05 0.00685073 6.19148e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 2 0.000941572 7.61895e-06 0.000854649 7.14366e-06 0.00736053 6.11643e-05 0.007316 6.0706e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 3 0.000671486 5.41949e-06 0.000559464 4.71251e-06 0.00809869 6.65699e-05 0.00806351 6.61607e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 4 0.000558708 4.42432e-06 0.000414212 3.47338e-06 0.00891985 7.24358e-05 0.00889268 7.31034e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 5 0.000483664 3.94571e-06 0.000327254 2.7849e-06 0.00959963 7.87066e-05 0.00957859 7.83668e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 6 0.000430848 3.50945e-06 0.000267489 2.26671e-06 0.0104545 8.31517e-05 0.0104425 8.27864e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 7 0.000399925 3.30763e-06 0.000227383 1.92395e-06 0.0115971 9.25595e-05 0.0115942 9.30037e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 8 0.000370054 2.75188e-06 0.000195232 1.64586e-06 0.0123099 9.41176e-05 0.012309 9.40693e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 9 0.000360846 2.87624e-06 0.000170679 1.40386e-06 0.0133895 0.000104557 0.0134006 0.000104938
MM_m2o3_2D_mpgd100um_svtx10um 1 0.9316316147538235 10 0.000346817 2.66583e-06 0.000152305 1.31219e-06 0.0144868 0.000111613 0.0144948 0.000111599
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 1 0.0015372 1.2679e-05 0.00185575 1.53435e-05 0.00558197 4.65788e-05 0.00551522 4.62884e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 2 0.000836807 7.16596e-06 0.000936292 7.89778e-06 0.00608045 5.17383e-05 0.00608306 5.1592e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 3 0.000604911 5.02554e-06 0.000597435 5.10042e-06 0.00690476 5.72582e-05 0.00690015 5.76615e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 4 0.000501673 3.98289e-06 0.000441224 3.68468e-06 0.00769428 6.2891e-05 0.00769074 6.33391e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 5 0.000436191 3.38112e-06 0.000346204 2.96605e-06 0.00858032 7.20206e-05 0.00859547 7.23144e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 6 0.000396152 3.08278e-06 0.000283633 2.46299e-06 0.00967245 7.54049e-05 0.00966349 7.52485e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 7 0.000366981 2.92945e-06 0.000237761 2.1589e-06 0.0105079 8.20076e-05 0.0104936 8.15924e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 8 0.000350176 2.78977e-06 0.000204438 1.7171e-06 0.0115456 9.11758e-05 0.0115508 9.09407e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 9 0.000339071 2.66482e-06 0.000182963 1.57465e-06 0.0129199 0.000100529 0.0129233 0.00010066
MM_m2o3_2D_mpgd100um_svtx10um 1 0.4316947267462241 10 0.000328408 2.58554e-06 0.000160767 1.37957e-06 0.0139338 0.000107316 0.0139386 0.000107356
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 1 0.00151808 1.24372e-05 0.00199244 1.66025e-05 0.00517719 4.427e-05 0.00516743 4.39061e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 2 0.00079624 6.3089e-06 0.000970774 7.99895e-06 0.00585608 4.94695e-05 0.00585404 4.9632e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 3 0.000580416 4.76905e-06 0.000623689 5.37939e-06 0.00658688 5.46102e-05 0.00658791 5.46155e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 4 0.000480026 3.83842e-06 0.000446956 3.81802e-06 0.0075193 6.01275e-05 0.00751965 6.01556e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 5 0.000424158 3.27785e-06 0.000352439 2.96395e-06 0.00841809 6.58401e-05 0.00841829 6.58214e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 6 0.000383317 3.01921e-06 0.000289382 2.48447e-06 0.00953881 7.48199e-05 0.00953744 7.47446e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 7 0.000365896 2.87336e-06 0.000240932 2.09984e-06 0.0105676 8.5536e-05 0.0105671 8.55389e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 8 0.000347561 2.80546e-06 0.000209641 1.82643e-06 0.0115113 9.2657e-05 0.0115119 9.26822e-05
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 9 0.000334327 2.66192e-06 0.000186297 1.62229e-06 0.0126671 0.000101262 0.0126671 0.000101268
MM_m2o3_2D_mpgd100um_svtx10um 1 0.017454178683585186 10 0.000321465 2.60869e-06 0.0001634 1.38576e-06 0.0136855 0.000112069 0.0136864 0.000112079
TPC_mpgd100um_svtx10um 1 0.9316316147538235 1 0.00245469 2.0422e-05 0.00176639 1.49341e-05 0.00514133 4.22452e-05 0.00477819 3.80951e-05
TPC_mpgd100um_svtx10um 1 0.9316316147538235 2 0.00126728 9.91658e-06 0.000890013 7.41522e-06 0.00692517 5.45917e-05 0.00684967 5.29348e-05
TPC_mpgd100um_svtx10um 1 0.9316316147538235 3 0.000876388 6.78225e-06 0.000581538 4.87829e-06 0.00815127 6.41263e-05 0.00815187 6.35687e-05
TPC_mpgd100um_svtx10um 1 0.9316316147538235 4 0.000685665 5.29525e-06 0.000432233 3.58111e-06 0.00940174 7.25318e-05 0.00937548 7.20707e-05
TPC_mpgd100um_svtx10um 1 0.9316316147538235 5 0.000568022 4.41793e-06 0.000337164 2.85134e-06 0.0102591 8.08645e-05 0.0102627 8.20464e-05
TPC_mpgd100um_svtx10um 1 0.9316316147538235 6 0.000504167 3.91802e-06 0.000275321 2.34134e-06 0.0113466 8.87747e-05 0.0113376 8.82369e-05
TPC_mpgd100um_svtx10um 1 0.9316316147538235 7 0.000456462 3.52942e-06 0.000234809 1.98659e-06 0.0123924 9.86855e-05 0.0123625 9.69513e-05
TPC_mpgd100um_svtx10um 1 0.9316316147538235 8 0.000413616 3.15178e-06 0.00020321 1.7521e-06 0.0130898 0.000101032 0.0131074 0.000101839
TPC_mpgd100um_svtx10um 1 0.9316316147538235 9 0.000393346 2.99001e-06 0.000174861 1.46089e-06 0.0143136 0.000110687 0.0142974 0.000110906
TPC_mpgd100um_svtx10um 1 0.9316316147538235 10 0.000373273 2.83295e-06 0.000155605 1.31e-06 0.0151439 0.000113993 0.0151432 0.000114447
TPC_mpgd100um_svtx10um 1 0.4316947267462241 1 0.0020613 1.68846e-05 0.00196599 1.60638e-05 0.00454555 3.78295e-05 0.0044681 3.70227e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 2 0.00106983 8.76522e-06 0.000946036 8.01516e-06 0.00599439 4.49564e-05 0.00595411 4.44232e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 3 0.000747727 5.92075e-06 0.000633559 5.23332e-06 0.00737098 5.733e-05 0.00735705 5.76077e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 4 0.000592055 4.38959e-06 0.000468703 3.86555e-06 0.00849229 6.63607e-05 0.00849297 6.65881e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 5 0.000504357 3.81405e-06 0.000357542 2.96429e-06 0.00939771 7.35465e-05 0.00939306 7.33162e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 6 0.000446897 3.44848e-06 0.000292576 2.52013e-06 0.0104564 7.954e-05 0.0104196 7.83924e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 7 0.000409505 3.15817e-06 0.000243675 2.03977e-06 0.011447 8.9314e-05 0.0114516 8.99843e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 8 0.000380426 2.94599e-06 0.000208176 1.76636e-06 0.0122533 9.08833e-05 0.0122587 9.09588e-05
TPC_mpgd100um_svtx10um 1 0.4316947267462241 9 0.000360545 2.74082e-06 0.000182398 1.55689e-06 0.0131359 0.00010002 0.0131333 0.000100189
TPC_mpgd100um_svtx10um 1 0.4316947267462241 10 0.000348366 2.73018e-06 0.000163599 1.40083e-06 0.0143617 0.000109881 0.0143685 0.000110366
TPC_mpgd100um_svtx10um 1 0.017454178683585186 1 0.00193688 1.60621e-05 0.00201947 1.67805e-05 0.00433772 3.35301e-05 0.00433337 3.35363e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 2 0.00101661 7.94446e-06 0.00101389 8.27466e-06 0.00605512 4.79529e-05 0.00605482 4.79686e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 3 0.000718239 5.75261e-06 0.000636218 5.21506e-06 0.0071361 5.57273e-05 0.00713545 5.56689e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 4 0.000564323 4.28718e-06 0.000468224 3.84427e-06 0.0082254 6.34592e-05 0.0082315 6.33161e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 5 0.000487159 3.73631e-06 0.000369027 3.09166e-06 0.0091761 7.11847e-05 0.00917312 7.11015e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 6 0.000429797 3.26246e-06 0.000295769 2.44241e-06 0.00999618 7.71022e-05 0.00999727 7.71955e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 7 0.000396607 2.90024e-06 0.000248574 2.19167e-06 0.0111343 8.38174e-05 0.0111341 8.38328e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 8 0.000367959 2.75896e-06 0.000212957 1.76499e-06 0.0120985 9.31707e-05 0.0120979 9.31549e-05
TPC_mpgd100um_svtx10um 1 0.017454178683585186 9 0.000360014 2.74762e-06 0.000188236 1.59264e-06 0.0132844 0.000102612 0.0132875 0.000102707
TPC_mpgd100um_svtx10um 1 0.017454178683585186 10 0.000344778 2.60001e-06 0.000167069 1.37252e-06 0.0143059 0.000111724 0.0143053 0.000111742
