detector nhit eta pt phi_res phi_resE theta_res theta_resE pt_res pt_resE p_res p_resE
MM_6_eq_2D 3 0.4316947267462241 4 0.000644796 4.95971e-06 0.000439364 3.83731e-06 0.0115843 9.35303e-05 0.0115764 9.29711e-05
MM_6_eq_2D 5 0.4316947267462241 4 0.000656079 5.25699e-06 0.000442297 3.80807e-06 0.0116225 9.44126e-05 0.0116379 9.48622e-05
MM_6_eq_2D 1 0.4316947267462241 5 0.000603292 4.50827e-06 0.000344297 2.9632e-06 0.0131786 0.000103008 0.0131603 0.000103908
MM_6_eq_2D 2 0.4316947267462241 5 0.00060788 4.61336e-06 0.000344227 2.93335e-06 0.013309 0.000107077 0.0133094 0.00010714
MM_6_eq_2D 3 0.4316947267462241 5 0.000591938 4.34634e-06 0.000343545 2.9621e-06 0.0132812 0.000101866 0.0133132 0.000103151
MM_6_eq_2D 5 0.4316947267462241 5 0.000619125 4.95128e-06 0.000351309 3.02141e-06 0.0133766 0.000102976 0.0134038 0.000103721
MM_6_eq_2D 1 0.4316947267462241 6 0.000577802 4.627e-06 0.000273916 2.41384e-06 0.0149022 0.000115813 0.0148767 0.000115189
MM_6_eq_2D 2 0.4316947267462241 6 0.000585892 4.40999e-06 0.000280649 2.44768e-06 0.0151731 0.000119482 0.0151746 0.000119397
MM_6_eq_2D 3 0.4316947267462241 6 0.000575214 4.47163e-06 0.000279981 2.44099e-06 0.0150264 0.000114891 0.0150027 0.000115098
MM_6_eq_2D 5 0.4316947267462241 6 0.000577526 4.45229e-06 0.000275342 2.36923e-06 0.0150398 0.000111547 0.0150282 0.000111289
MM_6_eq_2D 1 0.4316947267462241 7 0.000559261 4.45511e-06 0.000230629 1.96667e-06 0.0170125 0.000130957 0.0169751 0.000128761
MM_6_eq_2D 2 0.4316947267462241 7 0.000560497 4.33477e-06 0.000234362 2.00431e-06 0.017114 0.00013321 0.0170909 0.000132299
MM_6_eq_2D 3 0.4316947267462241 7 0.000558182 4.31338e-06 0.000236635 2.03372e-06 0.0167213 0.00013037 0.0167302 0.00012999
MM_6_eq_2D 5 0.4316947267462241 7 0.000563971 4.23421e-06 0.000232929 1.97776e-06 0.0168327 0.000131153 0.0169428 0.00013747
MM_6_eq_2D 1 0.4316947267462241 8 0.000546557 4.22956e-06 0.000195614 1.69883e-06 0.0187074 0.000145893 0.0187577 0.000147435
MM_6_eq_2D 2 0.4316947267462241 8 0.000555367 4.39636e-06 0.00019785 1.69155e-06 0.0190711 0.000151354 0.0190406 0.000150466
MM_6_eq_2D 3 0.4316947267462241 8 0.000545251 4.16407e-06 0.000198593 1.70911e-06 0.0186951 0.000142047 0.0186699 0.000141406
MM_6_eq_2D 5 0.4316947267462241 8 0.000554586 4.22119e-06 0.000196448 1.67875e-06 0.0188563 0.000143541 0.0188593 0.000143519
MM_6_eq_2D 1 0.4316947267462241 9 0.000532413 4.11232e-06 0.000174885 1.51222e-06 0.0205342 0.000156701 0.0204633 0.000155312
MM_6_eq_2D 2 0.4316947267462241 9 0.000528019 4.10716e-06 0.000173186 1.54295e-06 0.0205437 0.000157278 0.0205358 0.000157271
MM_6_eq_2D 3 0.4316947267462241 9 0.000537702 4.12063e-06 0.000173994 1.45661e-06 0.0205696 0.000158903 0.0205872 0.00015906
MM_6_eq_2D 5 0.4316947267462241 9 0.000539928 4.18794e-06 0.000175388 1.5461e-06 0.0206891 0.000161434 0.0206869 0.000161306
MM_6_eq_2D 1 0.4316947267462241 10 0.000536075 4.1397e-06 0.00015573 1.32438e-06 0.0229007 0.000178234 0.0228865 0.000177828
MM_6_eq_2D 2 0.4316947267462241 10 0.000526737 4.28761e-06 0.000156742 1.33982e-06 0.0226289 0.000182772 0.0226376 0.000183102
MM_6_eq_2D 3 0.4316947267462241 10 0.000536857 3.93718e-06 0.000154198 1.35021e-06 0.0231672 0.000176634 0.0231473 0.000176885
MM_6_eq_2D 5 0.4316947267462241 10 0.000540469 4.15753e-06 0.000155356 1.31753e-06 0.0227298 0.000176456 0.0227237 0.000176191
MM_6_eq_2D 1 0.017454178683585186 1 0.00139555 1.17704e-05 0.00210989 1.72696e-05 0.00705402 5.98379e-05 0.00705999 5.98493e-05
MM_6_eq_2D 2 0.017454178683585186 1 0.0013551 1.06634e-05 0.00211042 1.80331e-05 0.00709318 5.81525e-05 0.0070862 5.80387e-05
MM_6_eq_2D 3 0.017454178683585186 1 0.00137937 1.11428e-05 0.00213134 1.82807e-05 0.00714172 5.78018e-05 0.0071437 5.78063e-05
MM_6_eq_2D 5 0.017454178683585186 1 0.00140027 1.13869e-05 0.002062 1.70311e-05 0.00719366 5.81865e-05 0.00719042 5.82045e-05
MM_6_eq_2D 1 0.017454178683585186 2 0.000880231 7.03404e-06 0.00102305 8.29542e-06 0.00827341 6.83733e-05 0.0082712 6.83985e-05
MM_6_eq_2D 2 0.017454178683585186 2 0.00087612 6.91752e-06 0.000994533 8.19837e-06 0.00842481 6.79896e-05 0.00842804 6.80574e-05
MM_6_eq_2D 3 0.017454178683585186 2 0.000889655 7.00518e-06 0.00100784 8.48669e-06 0.00847879 6.81556e-05 0.00847741 6.81485e-05
MM_6_eq_2D 5 0.017454178683585186 2 0.000892024 7.14605e-06 0.000992128 8.20716e-06 0.0083761 6.96282e-05 0.00837579 6.95101e-05
MM_6_eq_2D 1 0.017454178683585186 3 0.000712055 5.58569e-06 0.000631425 5.16981e-06 0.00976225 7.84931e-05 0.00976656 7.84634e-05
MM_6_eq_2D 2 0.017454178683585186 3 0.000731296 5.79552e-06 0.000636294 5.39019e-06 0.0100475 8.23452e-05 0.0100463 8.2352e-05
MM_6_eq_2D 3 0.017454178683585186 3 0.000728428 5.77089e-06 0.000621296 5.32198e-06 0.00997095 8.03195e-05 0.00996868 8.02359e-05
MM_6_eq_2D 5 0.017454178683585186 3 0.00072846 5.58079e-06 0.000637976 5.39152e-06 0.0101167 8.04454e-05 0.0101159 8.03966e-05
MM_6_eq_2D 1 0.017454178683585186 4 0.000640235 4.92634e-06 0.000454772 4.16286e-06 0.0114202 9.03373e-05 0.0114244 9.04983e-05
MM_6_eq_2D 2 0.017454178683585186 4 0.000636344 5.08577e-06 0.000453393 4.00306e-06 0.0113145 8.9485e-05 0.0113079 8.94052e-05
MM_6_eq_2D 3 0.017454178683585186 4 0.000640239 5.02014e-06 0.000453167 3.9488e-06 0.0113634 8.54241e-05 0.0113641 8.54327e-05
MM_6_eq_2D 5 0.017454178683585186 4 0.000653223 5.04106e-06 0.000461692 3.97841e-06 0.0114474 8.99586e-05 0.0114486 8.99738e-05
MM_6_eq_2D 1 0.017454178683585186 5 0.000593969 4.52592e-06 0.000347519 2.99451e-06 0.0131419 0.000101773 0.0131391 0.00010168
MM_6_eq_2D 2 0.017454178683585186 5 0.000594462 4.79414e-06 0.000344354 3.00035e-06 0.0129715 0.000105578 0.0129753 0.000105602
MM_6_eq_2D 3 0.017454178683585186 5 0.000584467 4.66824e-06 0.000347427 2.9193e-06 0.0128597 0.000105669 0.0128588 0.000105678
MM_6_eq_2D 5 0.017454178683585186 5 0.000602945 4.75634e-06 0.000348403 3.01477e-06 0.0129907 0.000100695 0.012991 0.000100679
MM_6_eq_2D 1 0.017454178683585186 6 0.000572889 4.44754e-06 0.0002792 2.39058e-06 0.0149729 0.000118803 0.0149771 0.00011897
MM_6_eq_2D 2 0.017454178683585186 6 0.000568493 4.27319e-06 0.000281917 2.33469e-06 0.014927 0.000114208 0.0149262 0.000114193
MM_6_eq_2D 3 0.017454178683585186 6 0.000580141 4.40808e-06 0.000281086 2.39609e-06 0.0151321 0.000117189 0.0151321 0.000117189
MM_6_eq_2D 5 0.017454178683585186 6 0.000583379 4.65693e-06 0.000281236 2.38674e-06 0.0149421 0.000120497 0.0149403 0.000120327
MM_6_eq_2D 1 0.017454178683585186 7 0.000550562 4.18205e-06 0.00023445 2.04028e-06 0.0166803 0.000129275 0.0166809 0.000129255
MM_6_eq_2D 2 0.017454178683585186 7 0.000549929 4.2311e-06 0.000237243 2.02091e-06 0.0164565 0.000125975 0.0164561 0.000125972
MM_6_eq_2D 3 0.017454178683585186 7 0.000556918 4.28449e-06 0.000235652 2.02441e-06 0.0166338 0.000128761 0.0166331 0.000128709
MM_6_eq_2D 5 0.017454178683585186 7 0.000560799 4.45506e-06 0.000234117 2.02267e-06 0.0167587 0.000131828 0.0167567 0.000131793
MM_6_eq_2D 1 0.017454178683585186 8 0.000543448 4.26328e-06 0.000201895 1.71627e-06 0.0184206 0.000141093 0.018421 0.000141088
MM_6_eq_2D 2 0.017454178683585186 8 0.000543925 4.14926e-06 0.000203275 1.71627e-06 0.0185777 0.000140214 0.018578 0.000140217
MM_6_eq_2D 3 0.017454178683585186 8 0.000548993 4.22855e-06 0.000202813 1.74549e-06 0.0189641 0.000144073 0.0189584 0.000144004
MM_6_eq_2D 5 0.017454178683585186 8 0.000547502 4.39223e-06 0.00020337 1.70491e-06 0.0186039 0.000143925 0.0186038 0.000143945
MM_6_eq_2D 1 0.017454178683585186 9 0.000532555 4.05309e-06 0.000176899 1.57671e-06 0.0205153 0.0001581 0.0205147 0.00015813
MM_6_eq_2D 2 0.017454178683585186 9 0.000530663 4.16155e-06 0.000179396 1.5535e-06 0.0204298 0.000162106 0.0204279 0.000162148
MM_6_eq_2D 3 0.017454178683585186 9 0.000533492 4.24157e-06 0.000180189 1.58942e-06 0.0204365 0.00016556 0.0204363 0.000165592
MM_6_eq_2D 5 0.017454178683585186 9 0.000541913 4.27318e-06 0.000177473 1.5296e-06 0.0206864 0.00016244 0.0206838 0.000162418
MM_6_eq_2D 1 0.017454178683585186 10 0.000537578 4.1899e-06 0.00016292 1.39127e-06 0.0227253 0.00016879 0.0227261 0.000168814
MM_6_eq_2D 2 0.017454178683585186 10 0.000524293 4.04066e-06 0.000159336 1.34689e-06 0.0221943 0.000172067 0.0221942 0.00017205
MM_6_eq_2D 3 0.017454178683585186 10 0.000539225 4.21285e-06 0.000157493 1.36327e-06 0.0229504 0.000176266 0.0229493 0.000176269
MM_6_eq_2D 5 0.017454178683585186 10 0.000528605 4.03296e-06 0.000160075 1.36207e-06 0.0224342 0.000176154 0.0224464 0.000176499
